price,duration,wait_time
6.81,4.5,6.7
14.55,22.16,4.86
14.81,19.59,2.46
21.56,33.99,3.79
22.52,36.25,1.67
23.95,42.27,13.09
11.52,12.56,1.75
26.32,46.05,2.62
22.94,36.44,1.85
24.58,39.44,4.68
22.5,39.03,4.16
28.19,49.95,5.3
15.09,22.34,7.54
14.23,20.37,3.44
19.6,30.94,5.21
15.52,23,2.64
27.52,45.44,3.72
24.92,42.7,3.79
14.05,17.51,5.18
24.73,40.69,3.17
21.92,37.39,13.98
14.72,22.15,2.37
18.21,24.52,2.17
18.55,30.75,6.1
12.63,15.78,2.59
19.96,32.15,2.93
29.02,53.25,5.28
22.74,36.9,9.04
16.84,23.95,9.82
20.6,35.57,1.7
24.7,42.55,5.03
10.94,15.61,8.34
21.41,30.85,3.33
20.84,34.96,10.46
14.56,20.19,2.82
16.64,25.28,4.23
12.02,15.23,1.51
21.67,31.36,4.64
20.19,32.77,6.42
21.53,32.25,3.05
17.56,26.27,8.63
18.97,26.88,2.6
25.23,44.66,3.87
14.89,19.29,4.5
19.28,30.94,4.97
22.34,36.76,3.29
10.98,12.91,5.35
23.5,38.82,1.88
18.07,26.95,2.97
16.61,23.94,2.46
20.44,31.39,1.77
15.32,21.42,7.83
23.76,36.12,4.42
12.19,14.35,2.08
16.25,24.94,3.8
24.93,42.54,3.92
11.11,7.54,3.4
19.92,29.42,8.19
11.76,16.39,5.33
27.23,45.21,2.56
21.78,37.79,6.35
23.58,35.45,13.33
24.72,39.08,13.32
21.17,38.77,14.53
23.01,38.74,1.86
16.33,24.57,2.63
16.85,26.45,1.68
25.22,40.05,7.34
26.08,43.44,4.69
17.6,25.33,2.6
23.1,36.16,6.78
21.31,33.96,2.53
22.17,35.42,2.43
19.45,28.68,5
19.3,28.69,10.27
14.85,15.45,2.03
28.05,47.52,1.65
23.38,38.98,8.26
31.29,55.95,1.66
23.79,40.39,1.57
23.32,38.65,5.65
16.51,23.97,7.53
22.87,37.38,7.03
10.93,14.21,4.29
14.98,20.75,1.78
17.49,28.87,1.74
14.7,22.92,5.21
28.01,48.43,14.55
13.4,17.7,4.01
18.92,30.11,3.24
26.93,48.22,6.54
17.41,23.42,7.86
21.94,34.52,3.6
23.47,41.02,2.52
10.44,11.66,4.07
18.26,23.75,4.84
20.52,34.7,4.43
20.43,29.05,2.13
22.75,37.67,4.44
27.14,49.35,3.9
