price,duration,wait_time
16.19,26.33,1.55
18.5,26.38,15.72
17.93,26.94,9.3
15.48,20.93,7.41
15.6,23.39,6.24
12.16,10.89,2.35
28.36,50.91,9.77
17.89,23.63,3.32
33.95,64.21,2.64
10.79,9.89,8.87
9.39,7.34,6.13
24.46,40.03,2.07
16.52,27.86,5.42
23.45,37.19,6.55
27.35,47.97,13.93
16.88,23.64,1.51
26.52,46.55,6.51
14.36,19.39,4.42
13.77,17.34,3.12
15.9,21.22,6.49
17.91,26.94,3.53
15.4,19.66,8.76
20.1,35.32,2.52
17.74,28.07,2.63
20.93,35.75,2.95
10.33,10.53,1.6
26.71,41.84,4.1
18.82,30.05,2.45
20.08,35.11,3.01
25.7,47.35,12.22
27.68,49.45,4.78
17.25,23.8,4.44
18.47,30.04,8.17
23.22,39.99,7.05
20.63,34.08,3.1
18.67,25.29,2.83
15.33,19.59,8.34
23.98,44.52,10.46
17.21,20.03,2.76
17.28,20.96,4.7
16.45,23.63,4.25
20.63,32.13,2.82
22.73,35.48,4.49
19.65,29.17,2.14
30,53.29,2.41
19.08,27.46,2.28
18.79,28.64,9.64
18,24.74,1.52
20.47,36.87,1.63
18.42,29.54,6.32
19.01,30.76,4.71
16.96,25.33,1.77
17.31,27.83,3.14
17.67,25.48,3.35
19.02,29.83,3.34
16.43,27.12,10.82
16.99,23.27,2.13
17.51,25.05,1.77
25.08,40.74,2.52
16.89,26.44,4.34
23.92,41.22,2.91
14.43,22.06,2.52
19.31,28.18,5.17
11.8,12.58,5.61
19.67,32.81,2.74
17.95,26.33,8.94
24.6,41.1,5.42
17.52,28.48,5.1
16.51,23.26,2.83
14.31,18.18,3.67
18.71,28.3,3.14
18.99,26.11,5.47
16.89,22.16,1.74
19.97,29.03,2.33
22.24,33.12,2
20.9,32.29,2.83
21.4,33.89,6.4
20.61,28.94,3.74
14.55,21.22,12.12
14.24,23.34,1.99
27.73,46.38,4.47
22.55,35.12,1.63
24.09,39.98,1.66
20.65,35.74,1.88
19.16,26.68,1.84
25.83,42.67,4.66
18.71,27.93,6.91
16.48,22.36,3.08
18.64,31.09,1.73
21.46,34.55,5.72
16.29,24.4,6.75
20.61,26.48,4.63
23.71,37.7,5.08
24.36,41.33,1.84
15.4,20.01,9.25
24.33,39.41,2.05
19.92,29.04,1.71
19.74,30.07,1.84
23.31,38.22,3.36
24.52,42.05,2.94
