price,duration,wait_time
28.52,45.58,8.3
15.45,20.93,11.04
15.64,20.33,6.86
17.12,24.91,3.83
7.37,6.42,7.68
16.73,25.31,5.23
23.16,41.43,4.81
14.37,19.06,3.63
14.72,21.89,3.18
20.2,32.96,1.55
12.26,15,3.33
15.74,23.48,5.33
15.7,23.9,3.33
20.22,30.57,10.53
19.47,29.46,1.95
13.13,14.09,2.2
20.86,38.41,1.7
15.42,18.74,4.84
14.79,20.38,7.04
19.57,30.85,4.03
19.84,29.14,1.87
13.23,16.64,1.74
20.84,29.84,4.05
18.68,25.4,2.07
21.8,35.25,3.52
19.45,32.57,1.52
18.77,28.15,5.63
11.22,11.37,10.65
13.85,14.21,3.47
22.48,35.43,4.79
15.31,21.11,9.81
10.4,11.66,4.44
23.27,41.86,2.64
12.47,9.95,2.94
20.41,34.97,4.17
23.65,35.19,2.91
23.78,41.32,4.03
12.08,13.77,2.34
24.31,40.96,5.93
20.92,35.99,3.4
23.76,40.85,4.32
15.98,23.19,11.95
21.1,38.41,2.03
15.36,20.1,1.98
21.91,34.8,6.67
28.22,51.74,4.29
18.55,30.3,5.03
16.21,17.56,20.98
21.7,32.51,2.7
17.35,25.95,2.81
26.25,42.36,1.52
22,34.1,7.36
10.02,6.51,2.34
24.08,37.83,10.24
18.49,26.05,2.34
23.2,43.26,4.9
21.97,37.17,2.05
11.78,15.7,7.28
19.01,31.55,5.5
13.73,18.15,2.92
17.75,25.24,3.72
8.41,8.22,8.71
27.3,45.96,8.18
21.04,34.87,1.92
11.34,12.19,2.5
20.37,31.11,2.41
14.48,21.08,1.78
16.92,27.06,3.12
18.49,25.34,6.08
15.54,21.79,3.06
16.81,22.64,3.07
21.77,38.74,4.17
13.6,17.67,1.78
11.33,16.66,4.95
15.06,20.97,2.61
23.98,37.87,2.03
19.96,29.56,6.26
27.2,46.89,5.32
24.76,42.57,11.77
21.53,35.23,1.93
19.28,27.98,1.87
14.91,24.15,2.21
25.4,43.58,3.84
23.3,37.57,4.08
15.69,21.36,4.34
16.55,23.02,7.87
16.3,23.37,2.21
17.01,24.53,3.84
23.94,36.35,4.06
20.05,34.33,2.4
15.64,26.49,6.36
24.39,36.28,2.12
22.05,38.16,2.25
19.17,28.89,4.07
21.44,33.78,4.62
22.29,40.49,2.74
24.5,39.65,2.68
15.93,22.07,1.58
22.65,37.98,7.33
12.6,16.58,1.78
