price,duration,wait_time
18.38,28.49,4.85
21.7,36.31,1.64
10.95,13.82,3.42
23.05,37.19,3.28
17.82,27.74,2.28
16.85,20.98,3.6
23.86,41.45,10.03
21.05,30.68,1.7
21.13,36.46,3.28
12.14,14.41,3.38
17.73,25.66,4.19
21.08,28.39,2.67
13.52,19.09,4.35
22.84,36.62,7.14
19.06,25,3.59
20.52,34.28,2.35
17.57,27.54,1.76
20.99,35.57,2.18
19.96,32.72,1.63
12.83,14.39,4.6
15.1,20.29,2.02
15.06,18.88,2.22
26.79,47.16,3.61
29.27,50.09,4.24
16.24,22.5,2.01
19.32,31.11,7.23
27.7,48.98,5.23
24.71,45.61,4.16
18.77,24.38,4.61
24.71,38.97,4.75
10.37,16.75,5.29
21.91,37.47,2.8
13.11,13.99,3.19
21.11,32.73,3.92
13.18,12.64,2.65
19.01,29.28,4.14
22.07,33.06,5.8
21.46,35.42,2.75
21.05,33.81,10.66
13.25,18.42,3.76
20.84,36.33,1.77
8.44,6.06,3.07
24.24,40.35,2.37
22.81,38.97,2.76
19.79,29.98,5.14
14.68,16.13,1.59
18.71,27.9,4.28
14.13,17.71,2.03
17.41,29.9,1.71
12.81,14.02,9.06
17.99,29.44,2.31
22.56,38.46,4.71
25.37,43.14,1.77
19.38,31.9,2.2
27.74,45.35,9.28
15,19.96,6.29
19.94,30.7,1.66
21.98,31.22,3.48
28.76,48.59,3.74
21.79,35.19,1.63
21.46,34.79,6.21
21.5,31.5,7.87
22.8,33.77,10.22
28.94,52.59,7.38
11.74,16.84,5.92
27.38,45.77,5.1
23.98,41.7,9.3
19.55,31.14,5.41
22.34,37.58,2.62
17.52,24.8,2.06
14.7,17.11,2.9
21.07,33.28,1.99
17.99,27.31,2.67
16.84,24.77,4.93
7.3,5.69,2.32
20.07,31.86,1.66
16.84,22.1,2.56
25.52,41.69,3.42
14.64,20.15,4.68
12.77,18.21,2.84
19.94,32.92,2.58
23.67,40.91,4.58
23.84,41.05,2.26
19.12,30.2,6.07
16.91,27.44,13.44
14.47,19.96,3.95
20.64,32.61,3.02
21.05,32.81,10.83
18.53,25.75,2.73
17.16,22.28,7.8
21.71,35.7,2.84
18.71,34.51,1.87
19.35,28.23,3.03
21.06,35.9,7.03
16.04,25.11,3.19
12,13.25,4.42
16.11,24.31,7.57
22.41,36.88,7.2
17.14,24.88,7.55
23.24,39.19,7.72
