price,duration,wait_time
18.12,27.4,4.28
27.47,47.91,1.86
21.35,36.03,3.47
21.41,31.56,2.5
25.52,42.15,1.54
20.24,33.21,8.71
13.36,16.64,2.8
20.79,31.47,6.77
14.83,18.39,2.39
15.09,20.98,10.05
21.02,32.45,10.45
23.37,37.4,6.7
16.04,25.54,3.42
16.87,27.18,3.98
17.81,25.95,2.97
24.58,41.66,5.01
13.89,17.09,3.65
26.8,44.78,4.36
20.82,34.24,3.65
25.39,38.98,5.3
30.03,54.13,9.82
19.8,30.52,5.84
20.8,30.29,1.8
16.39,24.61,5.23
15.67,21.01,9.85
17.31,26.2,8.33
19.55,29.32,2.5
25.44,42.48,9.37
18.45,25.92,1.63
21.17,34.99,3.16
14.07,18.67,6.66
14.42,19.4,5.49
26.9,46.25,14.48
23.29,37.51,6.3
16.87,25.86,5.81
19.67,29.43,2.63
31.11,54.5,1.71
15.87,23.94,8.85
22.18,36.34,9.7
26.38,44.06,3.05
13.94,18.98,3.06
22.66,37.32,5.87
17.6,27.77,5.66
21.37,36.21,8.37
20.41,32.94,6.82
25.15,43.85,8.41
13.19,16.21,2.02
13.15,16.98,7.93
18.23,28.25,5.75
14.19,18.94,3.48
28.77,50.97,4.52
13.4,17.33,2.18
20.6,31.79,4.29
10.79,11.92,1.67
28.3,47.71,7.46
18.42,25.59,3.05
9.78,9.12,7.39
25.91,42.87,8.78
19.92,23.9,1.77
18.8,28.63,4.74
16.03,19.12,4.79
12.57,17.07,2.41
23.06,38.74,3.97
18.74,27.07,8.27
21.03,31.87,2.95
26.52,46.55,6.51
24.32,37.62,5.24
16.43,24.38,2.24
20.5,34.32,7.72
21.22,32.8,1.86
15.94,19.71,2.05
11.67,12.51,2.49
22.61,38.13,5.85
25.2,41.56,3.81
19.77,31.77,6.2
21.94,38.1,2.82
26.74,41.79,7.02
21.99,35.25,2.17
16.24,18.75,2.48
17.34,25.39,6.85
24.6,38.43,3.63
19.81,30.32,4.93
24.4,39.02,7.2
16.01,20.66,1.97
23.87,36.05,2.8
23.33,39.65,3.6
20.81,33.13,5.14
14.61,18.58,2.1
16.61,24.99,1.57
21.92,32.97,3.01
11.89,10.87,5.8
22.21,38.55,1.98
16.94,19.94,7.54
21.94,34.74,2.19
17.8,20.14,4.15
16.91,21.91,5.99
15.6,21.41,2.06
20.39,31.22,2.87
25.15,43.34,4.62
20.75,33.58,4.87
