price,duration,wait_time
19.62,30.27,3.56
21,33.7,2.36
24.02,40.72,3.59
31.34,53.86,2.49
18.85,28.58,2.44
17.22,24.25,15.7
30.56,54.21,10
20.11,33.05,7.83
9.89,5.56,1.62
20.46,31.26,5.16
18.89,27.49,1.66
23.57,36.03,7.7
13.93,19.25,3.69
18.58,25.95,5.39
13.83,20.76,4.26
19.05,35.32,2.49
26.51,43.97,7.83
15.77,21.81,6.15
16.85,26.95,3.59
20.75,32.14,5.14
20.97,36.39,2.09
11.69,11.01,7.68
21.72,34.16,8.26
19.79,30.08,3.11
23.83,40.1,7.71
14.31,17.37,2.83
14.31,15.62,2.65
23.25,39.24,2.54
16.31,24.93,7.11
24.16,41.39,11.64
24.32,40.75,2.71
25.74,45.14,6.61
11.06,12.02,2.79
16.79,30.06,1.62
17.29,24.15,5.59
16.99,29.67,2.73
22.05,31.02,2.37
25.4,42.36,2.78
15.38,25.02,2.18
22.97,39.78,1.63
17.98,25.76,2.42
20.15,32.1,4.14
23.74,38.83,8.6
22.52,37.4,1.91
13.31,16.85,3.39
25.29,39.69,7.48
20.3,29.63,2.91
15.98,20.29,2.82
26.19,42.57,2.22
27.17,44.03,3.6
24.6,38.43,3.63
11.07,14.66,3.4
22.7,32.39,3.5
12.53,13.7,4.14
14.14,21.56,2.64
11.18,11.34,2.58
15.43,23.36,5.61
14.51,22.48,1.75
21.65,36.44,8.59
19.45,33.11,7.15
27.17,50.31,9.54
15.84,23.84,5.67
22.78,38.34,4.5
18.1,29.19,3.82
15.37,18.6,1.94
20.52,28.19,5.17
15.73,19.88,5.12
15.46,17.53,4.38
20.62,33.11,2.15
18.59,26.19,2.22
16.64,23.81,1.94
13.32,16.58,3.68
23.31,35,6.78
20.56,34.84,3.59
20.5,31.91,1.9
28.14,50.38,7.11
13.55,16.1,2.89
21.55,33.62,7.21
27.2,46.13,2.97
20.69,36.79,9.51
27.91,46.39,1.97
11.97,13.71,4.75
22.03,31.68,8.29
19.29,32.59,3.52
20.52,35.9,2.83
18.3,26.12,2.73
20.83,34.46,4.07
16.62,24.65,6.15
19.44,32.08,2.44
21,31.86,16.59
19.51,30.01,6.76
14.04,18.95,3.34
20.11,27.23,1.9
31.17,58.93,4.06
14.93,19.73,9.11
27.23,45.25,4.12
27.16,43.57,4.23
25.03,41.64,1.91
16.93,22.4,3.3
20.19,30.17,2.06
