price,duration,wait_time
17.34,26.13,2.93
10.21,13.5,2.24
16.66,24.68,3.59
17.27,25.11,2.54
23.1,35.17,8.12
7.57,3.93,3.01
21.58,35.54,11.03
18.93,31.31,11.1
20.98,36.46,12.21
22.01,39.81,7.41
19.15,29.05,5.97
15.21,24.41,4.85
26.45,45.31,3.72
17.68,26.22,3.33
16.27,26.3,2.08
18.41,27.77,12.42
15.04,24.74,5.41
17.14,24.67,1.8
26.23,44.49,2.84
16.32,20.05,1.87
21.45,32.89,3.01
21.84,35.81,1.96
20.25,30.48,3.99
16.25,24.78,4.9
18.61,25.24,1.52
18.1,25.21,3.11
17.95,27.41,4.27
16.69,23.41,3.03
25.5,43.32,1.7
25.03,44.97,2.24
19.98,33.05,2.1
14.87,18.13,5.22
8.93,7.84,6.07
15.11,26.72,9.46
22.12,32.88,6.39
12.18,12.43,2.05
14.05,15.61,2.97
24.5,42.6,4.28
17.82,23.03,3.7
9.86,15.15,3.95
20.09,28.33,3.45
22.08,33.06,2.35
27.49,45.96,2.12
17.14,19.42,1.51
21.74,33.89,3.46
15.53,23.34,6.65
13.8,19.52,4.63
22.6,35.54,1.96
20.78,33.21,1.57
19.91,35.2,1.9
23.88,36.01,3.41
15.85,20.41,6.38
18.71,24.05,4.79
16.85,29.7,2.81
18.78,30.58,3.99
12.57,18.28,8.09
13.47,15.63,2.61
19.11,30.52,1.6
12.89,15.54,5.25
21.46,35.43,8.45
8.61,8.66,5.3
19.38,30.51,4.79
19.62,30.25,2.4
11.88,13.03,3.6
21.94,35.12,3.19
16.11,24.88,2.95
16.67,25.36,22.64
21.39,30.72,2.25
11.38,11.51,1.84
24.87,45.25,8.12
15.1,18.8,4.73
24.75,41.08,4.39
11.81,15.46,2.75
11.06,9.79,3.5
15.91,23.18,1.67
20.3,35.38,4.93
15.64,21.39,3.16
23.01,37.83,3.43
17.96,28.24,3.99
18.83,29.37,8.8
23.75,39.87,3.24
18.55,32.75,10.24
22.22,33.55,5.17
21.08,34.78,3.66
11.15,9.77,4.23
20.22,30.28,3.19
23.16,41.43,4.81
21.67,33.3,7.96
16.49,26.52,1.88
19.34,32.93,2.07
13.6,20.35,2.69
24.28,42.91,3.37
22.16,37.78,3.13
15.26,21.24,4.75
27.06,47.88,1.52
29.2,51.19,3.14
19.03,27.38,5.73
21.98,36.18,7.07
19.25,31.07,2.21
19.13,25.52,7.16
