price,duration,wait_time
26.4,44.71,4.53
20.69,32.05,1.56
16.01,20.37,7.52
22.83,34.12,1.91
16.06,22.19,15
21.53,32.92,2.41
22.58,30.42,8.94
25.14,43.36,2.48
21.07,30.67,4.23
17.77,27.97,3.68
24.64,41.14,3.95
27.36,43.16,2.85
17.7,23.86,3.01
19.11,27.14,21.39
24.57,38.67,3.01
17.25,26.27,4.61
18.43,26.46,2.04
21.57,31.32,5.66
16.48,23.5,2.67
16.46,22.63,7.31
32.7,58.34,4.01
21.85,33.05,4.65
8.34,4.99,3.46
25.83,44.79,3.27
16.99,26.54,2.57
16.87,26.06,5.63
21,32.33,2.58
23.16,40.89,2.5
18.95,27.26,2.61
14.28,22.13,10.21
18.89,27.35,2.67
21.05,32.5,1.56
23.61,39.03,4.09
23.5,39.75,2.8
18.16,24.56,1.85
19.06,23.75,1.92
21.27,33.87,3.52
15.99,19.5,2.47
22.21,34.87,1.53
17.58,25.81,5.44
14.79,20.83,4.56
18.87,29.08,1.83
17.21,25.59,1.53
21.54,37.66,6.92
14.78,17.99,3.77
12.19,15.87,4.34
22.01,36.39,1.53
17.36,23.72,9.47
26.66,44.45,2.8
14.92,18.65,8.16
18.7,27.83,1.66
19.21,27.64,1.71
21.35,37.1,9.57
13.24,15.48,2.92
12.77,15.82,5.88
32.55,56.68,2.73
28.95,49.05,6.26
19.03,26.11,4.69
19.06,29.32,5
20.67,31.29,2.2
10.59,16.12,3.47
17.71,24.26,3.25
9.63,10.85,10.65
9.18,6.57,5.2
7.64,5.85,2
11.85,15.47,5.97
22.76,37.87,7.06
16.96,25.39,2.31
21.65,33.4,3.91
19.08,28.55,3.19
12.73,20.2,10.95
22.03,35.42,3.47
16.27,26.68,3.56
15.36,16.1,1.51
25.71,42.78,1.83
20.39,32.86,1.55
22.28,29.97,4.01
22.65,36.74,3.27
13.36,16.04,7.92
19.76,30.64,3.1
26.41,50.85,6.85
21.78,36.05,2.96
11.75,13.35,2.4
23.63,43.88,1.51
21.24,37.72,5.13
22.85,35.19,12.32
13.16,17.17,15.68
24.2,40.22,2.05
22.78,35.86,2.3
32.39,57.81,3.14
16.16,22.23,18.47
19.13,30.17,7.58
20.23,30.32,4.98
18.17,26.64,1.66
6.9,4.01,1.94
11.97,16.74,8.85
24.99,44.83,2.98
19.04,31.66,1.82
16.46,21.61,1.82
16.31,23.58,3.53
