price,duration,wait_time
15.14,22.44,2.66
26.57,44.05,1.62
26.23,43.62,2.72
18.1,28.56,5.27
18.79,27.11,2.32
32.09,55.77,2.88
17.95,29.29,3.78
18.07,29.33,5.48
19.28,27.42,6.77
12.92,17.76,1.97
19.94,31.17,2.61
13.43,17.19,7.17
23.18,38.82,1.65
11.37,16.47,1.97
28.87,52.42,6.64
11.82,13.17,12.11
15.73,18.39,4.04
16.21,23.6,1.62
19.16,27.58,3.05
22.57,40.16,2.48
15.86,19.72,3.53
23.89,39.54,7.15
20.53,34.22,1.71
10.84,12.46,1.56
26.32,45.98,7.14
27.68,47.15,1.55
20.45,31.81,2.14
17.17,27.21,3.06
16.44,22.7,3.86
16.74,23.87,14.71
13.96,18.23,3
22.75,36.84,3.45
20.14,36.62,2.79
24.36,36.16,7.31
13.86,19.09,1.77
9.73,7.29,1.91
19.5,32.42,4.2
20.61,33.62,5.35
25.14,41.15,7.62
12.23,16.98,3.25
24.57,42.79,4.15
19.67,28.38,2.65
21.19,29.3,7.28
27.3,45.82,9.96
19.84,32.55,2.7
21.48,32.56,1.84
19.06,30.52,3.43
22.19,35.85,4.25
15.96,21.09,4.42
18.46,28.5,6.55
20.57,30.63,3.96
19.61,31.38,1.78
17.09,22.69,2.31
15.09,20.28,3.31
17.38,23.41,2.71
15.36,24.86,3.91
15.21,18.82,3.32
16.3,20.29,2.35
16.94,27.8,3.44
17.5,28.32,4.16
18.83,28.5,2.44
17.83,26.79,10.61
15.85,23.53,2.19
21,32.07,6.63
24.88,39,3.31
26.6,40.94,2.89
20.68,30.62,3.54
22.57,36.1,7.05
19.21,32.39,2.12
13.96,19.32,4.79
18.7,30.37,3.4
15.61,19.67,4.59
20.59,29.93,10.64
21.8,34.26,1.59
17.8,26.67,7.73
18.74,26.8,6.4
16.05,20.15,2.34
22.89,38.23,2.52
17.26,25.18,4.05
16.32,27.95,2.86
16.19,22.73,3.34
18.81,24.47,1.57
21.56,32.41,1.85
15.64,24.72,2.15
24.47,42.98,6.36
13.18,13.4,5.68
25.57,37.86,1.88
16.46,18.11,6.12
18.08,24.17,10.53
16.17,20.91,3.4
9.04,6.53,21.7
21.79,33.73,4.9
20.53,29.59,2.27
18.58,28.32,2.13
22.35,37.78,8.23
22.34,32.56,4.11
23.87,38.5,2.9
10.96,9.3,8.93
17.81,26.78,1.66
15.49,22.03,3.06
