price,duration,wait_time
13.71,17.97,6.91
12.02,13.81,2.89
11.73,9.04,4.87
22.9,42.61,1.92
15.34,25.96,4.46
25.88,47.19,4.76
20.24,31.46,2.54
17.95,24.28,4.97
17.91,27.45,3.56
23.73,39.16,3.4
19.7,25.19,7.69
6.8,4.71,5.3
13.84,18.99,10.66
24.12,42.43,1.68
18.48,28.52,2.16
21.71,33.8,1.85
21.7,31.48,2.36
22.47,36.7,1.71
19.01,26.25,1.96
24.25,43.7,1.62
18.41,27.29,4.8
21.99,34.2,7.02
8.73,7.06,5.65
16.92,26.73,3.18
17.32,22.08,5.02
23.09,38.79,2.11
17.74,26.87,4.93
19.68,28.36,9.17
23.06,39.06,1.96
21.05,33.23,2.21
20.63,30.51,3.13
16.06,25.66,2.48
19.22,30.34,2.22
15.72,22.65,6.66
22.17,37.64,8.42
17.43,24.9,3.33
13.49,17.18,3.35
19.13,31.53,3.66
18.45,29.07,5.94
24.7,38.38,2.52
17.89,28.24,2.32
14.51,21.1,3.76
22.04,35.39,6.84
20.83,29.1,2.3
10.73,11.97,5.99
15.42,23,3.83
15.23,21.2,5.52
17.27,26.02,5.82
18.87,29.13,2.18
24.09,41.51,9.79
13.69,17.52,4.46
26.22,42.83,3.42
22.15,35.41,4.96
10.94,11.56,2.67
19.76,32.74,4.89
12.18,10.02,3.95
10.53,8.28,10.96
19.09,28.84,4.6
18.11,30.73,1.9
21.19,31.24,1.94
23.64,40.32,1.72
22.87,34.84,5.34
17.36,24.75,1.59
21.75,33.64,2.42
20.5,32.71,11.2
15.84,23.57,6.67
18.45,26.58,3.8
19.53,28.45,1.63
11.43,8.7,6.59
19.79,32.48,8.84
18.91,26.74,9.2
23.24,38.56,2.93
22.49,37.56,5.59
20.01,29.61,2.78
19.64,31.02,3.7
15.63,21.96,3.04
20.84,31.95,2.99
21.65,34.1,8.11
17.98,24.65,4.07
17.73,22.58,5.79
26.33,42.13,9.81
13.26,19.64,4.84
12.95,15.14,7.73
10.74,8.55,3.61
18.12,28.14,2.39
14.27,17.91,4.34
21.97,32.04,1.62
15.74,25.94,6.72
15.78,22.75,9.48
13.56,17.78,5.39
22.79,38.38,6.2
25.62,43.34,3.34
16.26,23.07,2.03
19.61,30.33,6.7
21.64,30.97,2.63
23.56,38.84,1.8
15.73,22.37,6.24
22.33,35.98,4.84
19.55,27.32,3.31
16.56,22.67,3.2
