price,duration,wait_time
22.99,36.64,7.73
18.77,28.06,1.6
16.59,23.29,4.39
16.56,25.07,9.17
29.5,54.15,3.3
26.79,44.87,1.6
23.46,42.89,2.8
12.39,12.65,2.03
23.75,44.66,7.14
18.08,27.75,5.13
20.61,32.53,11.75
21.99,36.45,5.09
17.42,25.47,6.84
17.71,29.14,3.81
18.37,29.48,2.49
18.43,31.66,2.33
15.66,23.75,4.23
22.47,35.92,2.03
24.57,41.39,3.58
20.45,35.32,4.44
22.47,35.6,2.78
10.77,13.78,8.8
21.81,33.39,2.14
15.34,19.96,3.32
25.57,41.59,2.11
21.87,34.76,8.47
31.74,58.94,2.11
21.43,34.78,2.56
22.82,37.43,2.9
14.65,20.34,7.95
20.94,34.32,5.78
19.96,29.23,5.94
27.26,46.73,1.62
21.48,31.98,21.6
9.55,12.45,9.79
14.42,18.51,1.77
20.93,36.95,10.42
18.29,28.86,7.54
25.64,41.23,2.57
15.56,23.94,10.1
20.3,34.08,4.01
23.53,41.23,3.88
18.85,34.63,2.1
17.39,25.95,9.01
19.72,27.59,2.04
26.22,46.11,2.71
13.9,18.34,15.54
25.26,43.69,7.1
26.03,40.01,7.65
23.42,39.1,3.71
18.03,23.11,1.74
22.99,38.68,2.28
19.25,29.63,2.34
19.81,30.54,1.74
16.42,20.39,3.64
19.44,34.8,2.19
17.6,27.61,7.41
16.63,24.11,4.38
16.01,22.23,14.08
8.9,4.89,12.59
22.76,34.44,6.65
22.1,33.18,7.98
23.02,37.09,9.98
19.88,30.53,6.63
18.79,26.9,5.74
17.45,27.87,2.06
12.68,19.72,13.1
12.89,13.47,6.08
20.04,29.67,2.37
18.6,27.39,4.78
15.72,19.28,2.36
25.65,44.05,1.85
25.9,42.42,9.36
22.43,38.34,1.93
22.33,31.03,9.95
24.85,44.81,2.53
19.11,30.98,2.23
9.63,7.1,1.52
22.74,37.98,1.96
17.05,24.3,5.32
23.52,41.27,4.73
8.96,3.17,11.97
29.08,48.2,7.13
17.27,21.89,2.83
22.69,40.67,4.89
26.17,44.4,5.94
21.22,35.03,5.69
20.34,32.07,5.4
20.24,30.3,3.88
22.56,33.34,1.73
16.09,20.36,2.71
22.34,36.12,5.77
12.91,16.19,2.11
19.82,30.69,3.8
18.79,31.67,2.4
23.23,39.24,7.78
19.5,27.02,1.82
19.96,32.75,5.67
12.45,14.22,7.49
18.1,25.17,2.72
