price,duration,wait_time
29.44,54.99,4.9
20.86,29.83,1.5
20.76,35.09,3.1
19.89,35.96,4
11.58,19.58,1.83
19.83,31.29,4.08
23.01,35.28,9.28
21.34,29.27,3.5
11.22,13.2,4.16
25.19,42.02,3.67
19.17,30.63,2.28
14.18,17.85,4.39
17.85,23.67,5.03
18.89,29.7,2.41
24.57,42.57,3.46
17.02,25.05,3.39
19.18,28.67,2.05
11.01,7.79,4.43
14.73,20.37,4.25
17.58,26.8,2.97
9.84,9.15,5.62
24.22,40.01,3.66
20.14,33.24,1.87
13.52,17.11,4.3
16.91,23.7,3.63
19.1,29.46,14.69
24.65,41.15,1.59
14.27,22,11.17
19.25,26.49,3.09
19.7,29.54,3.62
17.59,25.28,3.83
9.32,9.71,2.53
23.41,40.81,5.84
21.97,36.68,3.74
20.75,36.01,6.1
16.9,23.06,4.5
24.88,40.61,3.5
20.4,34.71,4.63
21.3,30.27,3.15
16.85,22.88,7.64
19.82,30.95,4.29
20.52,32.4,6.71
22.86,35.7,4.71
16.35,21.2,5.22
26.45,42.54,2.4
22.61,37.47,4.64
16.56,23.28,2.83
11.97,16.7,2.64
16.57,24.09,3.17
21.07,30.6,7.74
15.2,18.28,1.78
17.55,25,12.72
15.66,22.18,6.31
27.21,44.63,12.24
14.25,24.14,6.57
24.05,39.53,9.09
19.85,31.95,9
15.06,23.6,5.19
22.57,38.07,4.28
17.5,28.11,11.38
14.71,15.77,7.65
22.7,37.43,1.87
24.42,43.82,5.58
27.56,43.53,2.25
13.11,15.01,5.24
19.88,28.21,4.98
14.14,21.23,5.85
21.81,32,4.27
22.56,36.75,1.95
15.94,23.12,6.56
21.01,37.41,4.82
14.07,16.86,2.18
22.05,37.41,4.42
23.22,39.05,1.56
13.44,13.44,7.77
12.9,16.87,4.72
19.67,31.6,1.7
22.81,36.22,1.61
13.33,16.92,4.62
16.8,21.6,1.92
25.08,42.21,4.4
20.9,34.07,4.4
15.84,21.95,2.03
22.35,34.32,5.23
27.39,44.39,9.34
26.42,44.13,6.57
22.92,40.59,2.56
19.31,32.02,2.91
24,40.38,2.6
17.39,26.91,3.94
17.63,26.78,8.14
14.94,19.8,2.14
15.75,20.97,1.56
22.31,38.93,1.68
17.96,27.5,3.41
14.57,19.69,3.11
27.62,50.59,3.1
21.56,34.62,2.48
23.55,36.48,2.62
26.34,46.57,1.73
