price,duration,wait_time
20.93,34.27,4.46
22.76,33.44,1.6
20.04,33.15,2.57
20.36,30.28,1.83
19.6,25.57,5.07
23.98,40.54,6.56
9.68,9.51,2.05
18.21,26.7,2.58
15.39,20.91,2.27
17.25,27.26,6.98
17.4,25.43,5.51
17.16,24.29,2.29
21.63,40.3,3.21
22.74,35.88,1.64
17.93,26.99,11.62
22.81,36.28,3.42
13.36,15.47,5.89
18.85,29.23,4.84
22.6,35.99,5.14
22.08,35.95,1.78
23.34,38.72,2.12
24.39,37.07,4.9
20.57,31.79,5.77
29.46,53.69,3.63
30.04,54.97,1.52
17.09,23.66,1.61
18.34,24.54,1.54
22.04,33.39,8.85
25.12,39.2,3.93
22.08,37.13,3.55
18.31,28.28,4.79
18.63,30.97,7.12
19.64,29.67,5.57
23.67,37.31,2.12
14.3,18.36,1.7
17.37,26.9,7.12
20.12,30.91,4.41
16.4,23.15,4.55
22.09,34.98,3.36
22.54,35.64,4.22
9.82,11.14,3.02
23.62,38.81,6.08
20,32.28,8.63
26.3,46.93,15.36
21.14,30.56,7.63
24.63,38.96,4.25
21.23,31.56,6.54
21.59,36.32,6.86
23.95,39.06,4.88
22.58,41,1.54
22.61,36.16,4.23
30.14,53.32,4.01
22.52,34.44,1.61
23.18,39.99,2.01
17.58,25.81,7.42
20.83,28.72,1.94
19.48,30.86,4.49
19.81,29.92,3.04
23.37,35.78,4.27
23.45,42.76,4.13
22.35,34.37,13.9
26.71,46.37,1.76
23.12,38.84,5.56
17.28,25.36,5.48
19.02,26.55,6.41
17.99,28.25,3.14
12.16,12.99,3.4
23.08,36.61,5.74
14.98,20.75,1.78
20.85,35.78,1.66
21.38,38.98,4.82
22.5,38.76,4.39
20.89,30.38,2.87
18.53,25.09,4.6
18.26,27.75,10.67
16.47,22.95,7.45
19.04,32.96,7.17
20.84,30.74,1.83
28.86,53.93,7.11
16.69,23.09,9.73
16.43,23.29,2.27
19.77,26.82,5.9
23.93,36.52,4.01
22.34,35.3,3.53
22.49,36.68,2.82
33.41,57.2,3.95
15.83,22.11,9.52
20.55,33.6,2.03
15.96,24.18,2.29
24.12,40.16,4.91
21.9,35.38,3.46
14.32,16.29,3.55
17.23,27.05,5.89
21.13,35.25,4.72
17.95,25.29,5.04
18.79,29.46,9.55
22.44,34.39,2.14
20.79,30.88,10.2
15.14,20.25,1.51
25.85,45.86,3.43
