price,duration,wait_time
20.22,30.24,2.35
25.62,38.42,3.61
25.21,39.73,4.84
17.19,25.68,2.16
16.52,23.97,2.13
8.67,10.16,2.98
27.66,48.97,2.68
25.84,44.25,1.65
25.99,46.67,3.28
15.18,22.42,2.13
16.41,22.63,2.46
8.83,6.41,4.37
24.67,40.44,2.59
18.56,25,6.09
21.24,34.57,5.71
18.39,31.89,5.85
20.26,31.1,3.11
23.97,42.05,5.51
23.12,40.3,3.76
12.68,16.78,3.45
22.61,37.18,6.73
23.79,37.86,4.4
22.7,38.44,3.2
19.36,26.77,4.61
8.45,4.17,3.03
19.32,27.14,3.71
11.2,15.65,2.57
24.08,36.95,2.34
21.55,33.61,2.42
22.97,37.46,3.01
20.1,31.45,3.98
16.27,20.81,7.21
20.11,28.1,4.27
18.24,30.15,6.44
14.96,17.96,1.56
8.43,8.13,2.15
19.02,29.42,2.22
17.59,26.39,1.81
24.06,41.64,5.04
20.21,31.25,1.6
28.09,50.4,1.88
22.61,35.23,2.85
26,49.43,4.85
25.54,42.49,2.29
16,23.89,4.74
21.49,31.23,2.4
17.39,25.33,3.71
20.39,33.26,1.72
19.09,29.19,6.91
27.81,48.03,2.44
24.44,42.3,2.51
18.73,26.71,5.34
15.88,20.14,6.52
18.12,30.35,2.25
13.82,23.16,1.59
16.93,23.35,6.29
15.43,20.87,5.34
23.09,41.09,2.42
15.49,19.58,3.88
7.6,6.3,1.6
15.13,17.34,1.87
19.24,28.46,2.74
13.03,14.93,3.3
23.28,39.55,1.88
19.79,31.77,4.63
21.76,33.21,4.23
27.23,46.54,1.67
16.5,25.57,5.25
15.41,18.27,1.57
15.29,22.73,2.21
16.74,24.97,8.18
12.91,13.66,4.15
22.53,31.35,6.53
11.93,14.57,4.1
24.13,39.21,7.64
21.14,33.11,2.68
20.63,32.4,1.93
22.06,34.19,6.21
21.08,32.21,2.19
19.96,30.89,4.56
28.72,52.7,2.31
11.09,13.35,7.03
18.61,26.97,3.72
19.7,31.7,5.14
20.54,35.97,1.61
19.02,31.32,3.72
19.03,30.01,4.69
14.78,19.64,13.3
26.19,42.24,1.52
17.81,27.77,10.37
23.96,41.5,3.79
22.46,36.68,7.15
19.96,32.28,2.61
21.34,31.95,9.2
25.69,47.43,2.47
13.37,14.53,4.39
16.29,22.47,20.87
21.01,32.25,10.52
20.11,29.82,7.52
20.15,32.53,1.81
