price,duration,wait_time
16.25,21.73,3.79
11.97,15.26,3.72
25.21,42.57,3.45
20.93,34.57,15.73
24.65,40.76,1.79
15.36,18.36,10.81
10.62,8.84,1.97
16.03,18.94,2.96
17,28.02,2
18.89,28.81,1.69
16.53,23.52,3.25
14.75,16.92,12.64
16.1,21.56,8.46
25.42,46.48,6.99
12.69,12.48,3.71
19.78,30.21,3.28
28.85,49.7,9.02
23.36,36.21,2.54
18.93,31.32,1.52
14.16,16.6,2.04
19.27,28.82,2.8
18.88,30.71,2.25
20.66,33.49,2.51
13.59,19.31,10.03
19.63,32.37,7.34
21.84,33.68,2.4
17.7,28.17,5.72
20.29,31.53,5.3
24.71,37.48,3.17
25.75,43.18,2.9
23.32,38.65,5.65
29.15,52.93,3.19
17.47,26.18,3.34
27.54,45.57,7.46
15.13,17.34,1.87
25.21,40.97,3.53
20.79,27.82,1.89
16.12,28.61,6.31
14.48,18.83,4.1
19.74,27.19,3.46
23.76,40.03,6.05
14.67,17.03,7.81
23.83,40.6,2.94
15.45,21.01,8.95
19.28,27.14,3.37
16.57,22.05,2.76
20.7,32.43,1.67
13.64,20.08,2.39
22.78,36.97,7.04
21.66,36.4,3
20.3,27.52,3.69
17.26,23.48,4.85
14.96,23.55,2.85
30.03,54.13,9.82
19.49,28.27,2.04
23.07,33.98,4.51
20.88,34.71,6.46
12.23,20.03,6.97
12.48,16.87,4.96
17.56,25.75,2.17
12.41,17.8,2.76
27.07,49.79,2.18
23.79,35.74,1.98
13.57,19.82,2.69
12.37,12.91,1.58
23.41,38.87,2.46
28.46,44.61,3.89
19.12,30.73,3.74
19.29,28.63,4.33
18.46,23.78,5.49
13.19,16.21,2.02
18.87,24.61,1.64
28.45,49.97,8.28
9.67,11.95,2.01
17.01,25.23,6.6
13.69,18.98,7.26
22.04,37.91,1.65
22.83,37.92,5.02
12.01,15.4,3.17
19.97,30.33,1.76
19.24,27.86,2.4
13.46,20.71,1.64
29.12,48.75,1.84
14.97,18.65,2.66
14.08,16.76,3.89
18.22,28.67,1.55
15.84,23.37,4.03
20.9,33.2,3.47
16.75,25.32,5.43
18.3,27.05,2.89
22.4,35.15,8.43
22.78,38.59,1.77
16.45,22.5,8.21
16.89,23.25,2.54
20.17,34.68,3.29
22.45,40.22,2.84
20.03,29.44,2.94
24.03,37.78,2.53
15.36,20.6,1.85
23.76,37.66,2.41
