price,duration,wait_time
21.5,36.9,7.87
16.71,22.96,2.74
21.24,32.21,1.9
25.3,41.08,8.98
14.06,18.27,3.02
23.6,45.37,4.74
21.05,33.32,2.33
9.49,11.32,3.65
16.67,25.88,7.15
9.75,10.67,2.52
12.63,15.38,1.63
21.2,33.13,1.97
14.06,21.34,1.76
14.96,20.93,6.35
15.91,22.08,5.78
24.4,39.58,2.16
17.95,24.72,6.06
15.31,18.63,2.35
19.74,30.75,7.83
22.29,35.97,2.66
20.38,31.6,2.87
16.58,25.89,2.19
18.21,26.94,4.63
27.53,48.5,10.36
19.67,30.56,3.56
19.37,28.42,4.95
22.78,33.53,3.24
14.26,21.44,2.41
26.88,42.71,3.59
13.98,21.76,4.75
22.53,35.36,5.68
18.98,29.11,2.74
21.2,32.34,4.29
22.79,34.86,8.89
19.95,31.74,5.28
20.08,30.45,3.54
14.38,20.35,3.75
19.14,24.35,1.89
19.17,30.34,13.04
20.85,32.11,2.01
9.72,10.85,3.93
24.37,38.95,3.35
20.78,36.79,3.88
24.72,44.95,4.61
11.94,13.47,4.19
23.22,39.36,2.49
19.27,30.14,2.64
10.89,11.34,3
14.91,19.68,4.64
12.79,16.73,2.49
10.91,11.57,1.63
15.22,19.39,3.47
8.48,6.49,1.95
21.86,38.3,1.56
18.08,25.98,5.41
21.83,35.71,7.46
19.56,28.48,1.64
24.19,40.17,2.46
16.48,26.71,1.64
15.81,21.67,4.05
17.16,25.77,3.75
24.64,39.27,3.18
22.72,41.05,3.4
19.14,30.74,4.19
22.24,37.31,2.82
12.5,15.24,2.66
19.66,26.4,5.64
20.58,29.87,3.83
6.58,3.06,5.54
16.32,25.3,1.59
15.89,18.17,10.79
23.9,42.37,15.17
19.23,29.43,1.96
20.07,32.9,3.08
22.5,38.69,8.07
19.13,29.32,7.2
17.47,26.94,4.48
17.4,24.42,5.39
18.65,21.87,4.76
24.19,39.9,6.36
23.31,38.22,3.36
20.39,33.31,3.77
17.07,20.72,2.68
17.51,25.9,6.22
18.04,23.49,5.3
21.07,33.44,11.29
14.87,24.98,5.13
27.26,44.99,10.84
23.71,37.69,4.17
17.68,26.73,7.37
27.12,44.95,3.78
19.7,32.54,2.04
14.5,18.38,3.21
22.19,36.93,4.06
13.85,18.82,2.61
25.32,38.52,3.12
15.35,19.25,10.36
14.76,22.37,2.29
25.43,41.42,3.12
20.5,34.99,2.85
