price,duration,wait_time
24.83,44.09,2.59
25.33,43.38,2.47
17.16,22.43,2.44
24.84,43.74,2.25
14.01,19.7,5.77
26.23,44.31,4.59
24.45,42.34,3.11
16.01,23.99,2.83
22.3,36.57,6.99
16.28,21.35,6.63
8.05,6.54,1.73
18.21,25.13,2.6
16.31,22.68,3.93
15.57,22.43,3.34
24.28,45.05,1.76
10.15,11.04,2.95
15.97,24.05,3.12
22.03,38.37,5.14
25.48,45.54,3.28
19.79,30.14,4.29
18.36,28.48,4.42
16.57,26.25,3.23
20.84,37.36,1.82
21.77,34.44,5.72
16.66,25.56,1.72
11.51,11.34,3.93
16.04,23.59,4.07
30.28,52.37,2.95
17.36,26.36,2.79
18.91,28.69,3.89
15.38,20.53,4.61
23.54,39.06,2.12
27.58,44.48,4.03
11.27,14.47,8.19
7.83,5.04,5.4
15.57,23.19,3.18
13.48,17.12,4
14.87,20.35,6.98
13.42,18.46,7.88
23.16,40.84,6.15
17.81,27.81,8.48
22.83,38.64,1.54
16.82,22.23,3.67
8.93,7.47,2.78
19.48,30.38,10.18
16.11,26.03,2.12
23.81,36.64,1.62
25.85,43.79,6.39
25.13,46.13,4.15
18.48,26.53,1.75
18.79,27.39,3.96
22.41,36.11,3.27
15.06,19.1,6.83
16.61,22.96,4.73
30.91,56.9,1.62
17.11,24.95,3.17
17.92,30.07,7.76
19.07,30.06,6.92
23.5,36.62,6.64
21.94,32.9,3.1
19.36,29.39,2.49
17.87,28.12,3.04
24.33,43.74,2.83
21.25,34.08,6.65
15.99,23.19,3.39
15.45,23.14,3.5
20.24,36.3,2.1
17.25,30.1,2.38
24.65,42.5,11.44
16.16,23.74,2.43
16.48,26.22,3.68
20.83,33.94,4.06
19.23,31.99,4.9
28.46,46.46,1.75
19.7,32.54,2.04
22.99,36.85,2.29
19.95,28.83,3.54
24.4,38.29,4.2
16.61,22.34,2.74
26.37,44.27,12.88
26.11,41.68,7.77
27.87,52.63,11.76
24.57,38.62,11.72
25.67,41.81,8.5
21.27,31.56,2.61
24.56,35.94,3.07
19.51,33.51,5.87
34.05,58.76,2.37
12.87,18.28,4.05
18.98,28.49,3.53
21.79,32.35,11.29
21.64,32.02,4.41
11.22,12.49,2.04
20.2,33.21,1.89
11.3,13.42,12.54
24.04,38.47,3.41
22.89,38.42,11.37
19.39,26.99,15.79
13.74,21.19,3.38
22.11,38.71,3.04
