price,duration,wait_time
32.55,58.35,4.15
19.79,31.34,15.84
25.86,42.15,3.73
13.67,14.04,1.62
16.9,24.4,3.61
13.52,22.78,5.98
19.68,28.36,9.17
24.84,42.67,2.95
15.11,24.89,4.07
29.02,52.77,1.88
25.28,40.73,2.28
15.52,21.3,5.88
19.08,34.15,2.7
14.2,19.25,4.9
23.76,41.48,2.61
23.72,38.45,3.73
13.69,16.41,1.9
27.68,47.15,1.55
22.88,35.21,2.43
19.91,30,2.61
16.6,27.12,1.7
17.17,26.58,2.36
15.89,21.08,7.59
11.02,10.9,2.19
22.99,38.75,2.09
26.58,47,1.83
20.42,28.06,2.16
15.12,21.99,2.98
19.22,29.04,2.1
16.65,21.53,1.73
14.63,18.32,1.73
21.21,35.67,2.83
23.04,36.67,6.4
13.83,21.07,2.94
16.37,20.64,1.79
18.77,25.87,1.91
10.08,6.77,19.64
19.48,32.64,1.61
23.73,36.94,2.2
20.37,35.99,3.17
17.09,23.94,4.37
24.29,38.6,6.38
20.31,32.31,6.17
20.92,29.21,3.16
10.97,10.99,3.13
21.92,34.99,2.49
16.28,26.64,2.4
19.15,30,4.75
18.36,26.24,5.08
20.26,30.92,2.44
24.67,40.44,2.59
29.25,50.36,1.83
16.12,21.16,1.77
16.56,26.26,10.27
19.87,31.4,4.47
15.49,22.15,5.73
19.48,32.44,3.1
16.01,22.09,3.3
21.05,32.78,5.45
13.42,17.74,2.56
16.89,25.95,3.72
20.95,33.57,8.87
14.09,17.44,4.06
25.12,50.15,7.3
21.79,32.39,4.29
19.62,29.58,3.17
14,20.05,2.39
22.25,37.36,2.19
16.36,25.56,5.11
19.9,33.4,2.73
24.38,36.7,2.26
22.18,35.94,5.01
18.32,28.48,3
16.38,21.88,2.48
15.19,19.33,4.67
15.91,21.11,4.16
13.87,19.6,10.19
16.55,21.9,2.15
21.09,32.71,3.71
31.17,54,15.06
25.46,46.52,2.98
16.64,25.28,4.23
22.65,37.07,3.38
18.61,30.4,5.15
17.09,25.35,3.95
22.62,33.62,1.95
21.63,34.06,4.36
20.3,31.28,4.57
18.99,24.78,2.11
10.29,11.37,4.71
22.4,34.1,7.81
16.87,25.44,15.9
20.73,37.92,2.34
25.85,44.79,10.02
19.38,27.28,3.01
16.43,22.08,11.4
22.52,36.17,2.68
16.42,22.66,2.43
22.82,32.84,3.07
25.68,43.6,5.44
