price,duration,wait_time
18.71,28.3,3.14
19.31,32.02,2.91
18.19,28.84,2.48
23.65,36.61,2.68
12.53,15.74,2.49
22.55,35.46,3.17
23.13,40.82,7.94
20.55,34.88,2.15
13.57,21.51,3.4
26.98,47.15,1.95
23.88,40.22,6.98
22.17,34.43,2.49
24.09,41.97,6.63
23.28,37.36,4.28
27.56,50.45,1.83
26.5,46,7.56
21.32,34.79,3.94
14.33,17.78,2.77
14.21,19.09,4.34
18.54,28.92,1.76
22.29,34.04,4.37
22.43,32.06,6.13
21.42,36.44,4.91
14.32,18.56,2.06
16.15,21.32,1.51
25.05,42.24,7.97
17.82,25.82,5
29.27,50.09,4.24
18.27,26.74,3.09
13.38,17.87,2.4
12.8,13.82,4.44
13.8,17.33,4.18
13.61,15.26,5.25
22.32,34.86,15.72
16.3,25.15,2.96
18.94,30.41,1.66
17.25,24.75,3.47
28.94,51.4,2.83
23.95,42.55,3.66
17.68,26.89,4.98
9,7.6,2.6
23.72,38.3,10.43
18.42,27.26,1.76
20.59,34.96,5.93
19.45,27.01,7.92
19.32,29.45,1.61
17.96,22.33,3.07
16.75,23.57,3.38
14.03,19.71,2.52
22.66,40.98,2.38
20.16,31.7,4.33
18.5,30.06,3.24
13.74,19.77,6.37
15.11,17.6,13.97
19.52,30.68,3.8
11.71,17.21,5.07
24.81,43.13,1.6
19.51,32.5,1.57
22.84,39.85,5.43
28.65,50.99,4.43
17.95,26.17,5.7
21.64,32.02,4.41
30.75,54.02,4
25.23,40.1,9.34
24.87,42.22,2.9
22.18,37.39,2.18
17.01,28.59,1.62
20.38,31.88,5.35
23.27,37.75,2.29
16.75,22.2,3.04
16.22,22.25,2.83
23.87,38.31,1.51
19.32,30.25,4.17
11.78,13.6,2.87
19.16,28.43,2.87
20.93,33.54,2.08
16.74,25.37,4.4
17.3,21.07,1.79
11.8,12.49,4.95
14.74,20.93,3.58
19.61,29.35,1.68
21.74,34.22,3.62
16.67,21.78,2.98
14.89,20.68,3.41
16.97,21.15,2.41
20.84,28.61,3.23
16.01,25.97,3.3
21.67,36.62,1.58
25.02,41.1,3.15
17.75,24.54,3.05
25.66,39.98,3.61
17.46,20.31,4.82
15.29,20.55,2.91
18.3,25.19,2.43
16.68,24.45,6.61
18.8,29.45,2.71
23.66,38.13,1.87
22.43,34.75,2.43
14.36,19.86,2.17
26.82,43.44,3.52
