price,duration,wait_time
19.98,32.73,2.05
24.15,42.71,4.7
18.72,28.28,4.54
21.09,32.99,4.97
16.22,23.77,4.04
17.4,26.23,1.58
13.58,15.61,4.81
10.61,11.32,8.13
26.42,41.2,6.94
23.41,42.19,3.62
13.31,18.11,1.71
7.92,9.61,10.31
25.09,40.19,3.7
16.56,23.28,2.83
14.19,19.77,2.6
16.85,21.63,3.19
19.52,30.43,3.01
23.95,39.84,5.44
16.46,18.1,3.13
21.1,35.07,6.26
25.5,43.71,3.35
23.25,38.41,4.06
19.03,31.99,3.57
22.16,34.61,5.46
23.28,36.11,4.27
21.69,35.54,1.76
9.9,7.87,4.57
20.27,32.53,6.14
17.53,25.92,7.54
19.96,29.5,3.26
13.83,20.55,2.06
27.28,46.37,2.35
23.29,36.7,7.69
17.53,28.7,1.93
16.7,23.91,4.14
17.82,24.74,5.14
15.18,18.77,2.31
26.78,41.73,1.91
18.07,26,1.87
23.2,35.97,5.74
31,54.75,2.77
15.45,14.65,1.54
14.45,20.81,2.7
18.75,30.02,4.04
12.89,16.49,8.71
18.95,30.11,6.21
17.71,25.68,2.94
26.29,42.06,1.54
17.63,26.1,1.86
18.3,26.38,3.6
24.34,42.16,3.1
23.52,38.62,1.61
28.04,50.38,2.36
17.5,29.72,1.8
14.44,16.13,1.98
15.53,17.17,4.32
17,24.41,5.51
12.02,14.11,2.35
25.53,44.01,3.33
21.08,34.82,4.14
31.58,57.4,2.67
22.68,34.24,16.43
21.39,39.19,1.98
24.17,42.79,5.47
12.32,16.28,4.44
22.36,36.36,1.82
26.45,45.31,2.98
20.05,30.17,3.91
16.19,20.78,2.14
26.98,45.8,1.59
19.4,27.84,6.7
21.58,32.66,9.22
16.04,22.85,4.25
23.79,46.52,1.69
24.56,39.28,7.09
21.41,33.72,2.62
14.25,17.86,5.31
15.01,21.34,4.5
10.25,10.01,7.41
23.33,38.22,4.42
16.96,24.31,7.76
22.9,39.03,4.42
20.68,35.79,15.52
29.17,47.67,1.61
28.64,47.26,3.64
15.2,19.25,5.21
18.04,29.3,6.17
17.31,24.57,1.7
11.74,18.49,1.87
17.73,24.78,13.43
17.55,27.06,2.27
20.51,33.94,7.8
30.27,51.89,1.56
18.1,28.05,6.08
11.61,13.68,2.86
11.19,11.67,1.71
19.51,30.83,3.3
18.67,29.12,3.67
22.24,33.62,3.19
16.66,24.28,3.64
