price,duration,wait_time
14.03,15.97,4.55
14.43,18.84,4.93
23.27,33.49,2.28
16.12,28.61,6.31
28.67,54.32,1.81
11.71,15.7,2.55
20.42,29.85,4.28
22.26,36.06,4.43
15.81,18.66,5.15
20.64,31.33,5.83
16.78,23.23,8.14
20.84,29.77,1.59
12.45,14.22,7.49
16.8,25.85,3.75
21.46,31.3,2.86
19.35,30.52,7.01
20.19,30.6,2.2
18.69,26.65,2.37
19.47,28.66,2.05
16.62,23.37,2.8
18.59,27.54,2.55
19.91,29.58,1.62
21.76,35.49,10.93
19.25,32.28,4.91
17.44,21.33,4.46
23.51,34.93,2.31
19.4,31.39,4.08
19.72,32.27,2.49
13.14,16.93,2.25
20.16,33.41,3.65
7.52,6.44,4.36
20.31,30.3,1.69
18.1,27.89,3.03
13.09,17.07,10.29
15.36,23.52,2.49
22,37.81,6.07
20.79,35.08,3.01
18.1,29.51,5.82
9.75,8.92,7.12
25.56,43.76,4.51
21.46,31.15,15.39
12.27,15.15,4.31
14.89,20.83,2.48
26.18,47.51,3.58
13.5,17.91,2.49
14.8,22.26,3.13
19.58,29.95,17.26
18.78,29.34,7.17
20.23,31.27,8.68
18.94,29.03,3.13
24.07,39.69,4.2
22.48,34.7,2.96
19.04,29.13,1.83
16.32,21.73,2.75
17.28,27.15,14.29
20.08,33.53,4.74
12.92,19.03,4.01
21.91,34.18,9.72
15.44,22.81,4.12
19.19,27.01,2.38
22.2,34.39,2.05
22.02,35.28,7.32
26.54,45.46,4.4
26.6,46.26,3.86
15.97,21.56,2.15
24.02,42.63,2.13
17.59,26.61,1.9
13.15,15.52,5.56
13.96,20.29,2.86
30.56,56.28,4.15
18.78,29.03,10.47
17.58,23.09,3.18
18.19,23.33,5.94
19.91,32.97,4.42
21.35,34.48,2.23
17.41,25.03,8.42
16.92,26.11,6.76
27.64,49.37,2.18
27.37,45.24,1.77
14.45,20.81,2.7
22.27,33.94,5.65
26.41,44.92,2.69
13.11,13.99,3.19
21.09,36,2.92
25.01,42.95,2.14
18.31,26.62,4.21
28.34,48.46,3.93
15.54,22.14,1.68
19.09,29.11,2.39
19.04,29.59,1.67
24.42,40,6.57
25.57,43.58,3.1
27.1,45.63,4.38
20.31,30.73,2.05
21.29,31.42,2.57
11.29,14.61,3.4
8.46,7.9,16.38
15.22,21.96,3.11
22.63,37.53,9.65
18.42,30.05,10.77
