price,duration,wait_time
18.7,26.97,7.5
17.55,22.31,4.49
19.01,26.11,12.63
18.07,27.21,3.42
15.8,18.13,9.87
16.12,21.75,2.19
25.24,42.89,2.5
16.7,23.54,6.51
18.12,27.49,10.67
26.93,46.04,3.96
25.48,39.7,9.21
19.08,34.15,2.7
20.7,33.5,4.62
23.64,42.47,13.16
23.49,35.3,1.83
19.27,31.41,3.55
17.86,29.24,4.23
12.37,11.49,3.23
16.24,16.91,2.33
22.98,38.81,2.07
14.71,19.21,5.37
19.12,31.47,4.61
25.74,43.08,3.49
18.97,23.12,1.51
19.96,33.21,5.22
17.02,23.75,14.04
17.7,24.65,2.23
21.23,37.37,8.83
19.62,29.97,2.33
16.94,23.29,8.72
18.74,25,5.42
14.35,20.32,2.33
18.99,31.02,1.99
24.84,39.63,4.1
24.02,38.68,4.13
14.33,20.32,2.39
25.26,39.24,2.89
19.77,31.84,5.87
17.6,25.36,8.56
18.68,26.58,4.33
15.75,21.85,1.9
12.84,21.37,15.67
7.88,3.4,3.44
21.26,28.66,3.37
15.83,22.97,2.36
20.6,33.95,6.21
26.52,45.76,3.87
16.52,23.65,2.4
23.95,39.9,4.21
16.31,21.36,1.73
18.73,26.71,5.34
23.99,40.11,3.01
14.77,21.03,2.05
26.45,45.07,3.57
10.91,11.68,3.74
21.91,32.01,3.96
16.86,23.3,6.57
27.88,47.7,2.2
21.53,35.57,3.39
19.74,29.23,3.42
13.92,18.05,3.63
16.04,21.88,2.61
22.57,36.76,4.64
24,36.44,3.76
12.59,18.34,3.57
19.06,32.81,2.82
17.68,18.51,1.87
29.82,49.46,2.33
20.3,33.46,4.8
23.1,37.42,8.34
16,23.52,4.5
16.39,20.16,1.8
13.61,21.46,5.21
22.97,38.54,3.06
19.87,30.2,2.44
17.86,27.24,4.26
18.85,26.6,2.12
25.74,41.02,3.12
13.87,13.42,8.93
16.02,22.73,4.49
27.19,45.89,1.93
25.16,41.6,2.68
19.15,24.18,1.96
15.3,24.61,2.37
14.39,19.03,8.93
23.5,36.62,6.2
17.34,24.04,4.42
18.04,23.97,6.02
22.36,39.15,4.92
21.82,37.4,2.22
20.78,34.72,1.72
17.66,25.53,3.5
22.75,36.46,1.57
17.09,26.61,2.24
21.13,35.37,2.33
10.44,11.66,4.07
14.37,17.91,4.43
19.81,31.45,4.03
22.32,38.02,3.15
15.02,19.87,2.28
