price,duration,wait_time
18.77,24.76,1.76
19.41,32.46,2.59
28,44.3,3.56
18.32,28.11,5.91
21.89,36.84,4.01
10.66,15.18,2.2
24.67,39.92,2.63
14.86,22.36,11.78
22.76,34.54,10.7
20.82,32.69,7.74
24.55,41.81,5.84
20.97,31.23,9.7
14.32,18.17,3.34
27.43,41.3,2.21
24.04,39.35,6.02
20.97,31.62,3.3
20.43,31.02,3.41
18.42,26.34,6.4
21.38,30.18,1.92
24.39,40.14,3.11
17.19,27.9,3.08
25.62,43.08,2.77
19.08,28.72,10.54
15.86,16.43,2.39
23.59,38.49,4.22
19.85,33.45,6.58
17.99,26.14,4.38
25.16,43.41,1.76
21.98,32.49,8.34
11.33,14.43,2.12
17.1,22.77,3.14
21.79,32.35,11.29
23.08,42.22,8.57
11.16,16.77,4.21
14.33,17.48,9.06
23.85,36.18,3.06
18.1,24.87,2.14
16.88,26.68,4.25
18.78,28.85,3.45
13.03,11.57,2.63
15.52,24.44,3.73
17.79,26.42,8.31
20.34,31.38,12.13
23.28,37.01,3.75
13,19.14,3.22
25.34,41.66,1.6
18.95,31.72,2.65
19.79,27.13,4.71
17.86,27.85,1.94
22.64,38.42,1.79
25.81,47.1,3.27
17.18,29.05,9.24
9.44,10.18,2.47
20.75,30.24,2.48
26.36,41.92,2.45
24.95,41.45,3.93
15.3,23.59,5.31
15.58,19.79,4.72
22.54,35.64,4.22
13.56,19.51,6.76
19.86,28.61,6.54
18.83,26.67,3.24
18.2,25.84,1.68
25.19,44.75,2.82
31.26,53.33,7.72
16.14,25.23,2.96
18.06,25.71,11.44
12.56,14.14,5.78
16.74,24.99,1.58
18.29,25.32,4.04
35.3,61.64,1.6
27.83,45.8,5.48
21.65,30.74,1.98
21.46,36.14,2.64
20.75,32.54,4.91
15.62,17.61,3.56
10.3,9.75,1.51
19.08,28.92,1.61
16.07,22.93,1.52
14.56,19.77,2.56
19.02,29.32,7.66
15.7,24.64,4.14
19.74,31.15,1.53
18.3,29.91,2.73
19.01,27.46,3.37
18.67,26.88,2.42
28.3,51.09,11.04
9.69,12.11,5.56
23.72,36.94,2.98
19.53,30.62,6.55
23.15,35.89,1.52
16.73,27.24,9.06
24.09,39.24,1.77
13.87,17.27,4.88
26.97,48.2,8.32
9.63,7.1,1.52
14.74,22.68,5.37
23.19,39.1,6.92
16.1,24.55,7.7
18.47,29.79,2.06
