price,duration,wait_time
22.7,39.93,6.9
19.31,32.69,1.8
15.35,19.25,8.39
19.81,30.65,5.51
20.98,35.91,2.16
17.28,20.92,5.61
13.13,15.24,3.74
18.88,30.59,1.85
20.17,28.68,12.88
19.38,29.52,1.83
21.37,33.85,2.82
17.86,24.36,4.12
19.56,32.85,3.41
20.76,27.22,3.13
22.32,37.09,5.05
23.52,37.85,6.13
21.69,36.18,1.92
12.78,20.64,5.01
10.26,13.15,14.95
13.92,16.73,5.76
21.02,32.26,12.17
19.65,27.29,1.85
22.68,40.56,6.17
11.05,12.96,4.42
13.81,19.12,9.55
17.44,24.17,1.7
19.21,27.69,2.73
18.88,29.52,10.7
22.02,32.09,13.46
20.55,34.55,4.03
25.28,43.08,5.77
24.64,43.38,4.01
18.23,24.35,4.57
26.58,49.4,3.17
21.62,34.24,5.55
16.07,22.64,5.89
26.74,45.93,2.96
26.3,47.9,10.65
16.22,22.09,4.32
17.64,32.88,2.65
21.04,31.64,6.84
23.69,38.31,1.95
11.27,13.26,1.69
18.44,25.12,5.79
25.76,42.51,2.2
17.65,24.91,6.65
19.19,32.93,5.23
22.52,36.14,11.46
11.12,16.48,3.32
12.73,14.44,4
23.72,40.51,2.11
15.46,23.12,7.15
18.44,28.8,2.37
19.75,28.32,2.74
21.82,38.65,2.06
18.37,28.07,2.07
27.22,44.94,2.15
21.75,34.38,5.52
18.11,25.45,3.99
11.75,11.72,1.75
20.43,36.69,2.54
12.99,18.07,3.7
19.31,29.02,9.45
24.99,38.56,2.69
23.31,32.02,2.1
19.05,30.72,2.7
13.48,18.59,3.4
15.34,22.66,3
22.91,35.79,3
22.73,40.24,9.97
18.94,29.55,9.55
17.92,32.17,2.29
21.39,36.79,8.32
19.35,31.75,1.74
26.92,45.3,1.61
18.95,26.95,13.38
25.21,40.91,2.29
20.62,29.63,6.54
17.45,25.55,2.07
19.6,28.14,4.34
18.75,27.1,4.98
22.01,33.32,1.73
26.61,46.09,5.05
19.95,30.06,2.78
11.3,13.42,12.54
16.93,27.32,6.74
25.06,45.27,3.24
11.97,15.44,1.78
28.58,50.07,5.31
22.09,38.66,5.44
16.31,22.06,4.35
15.5,21.33,4.74
12.8,14.44,4.7
13.66,17.37,1.57
29.26,51.49,2.18
18.95,30.11,6.21
16.78,25.92,8.88
21.15,34.65,11.63
12.82,11.05,7.64
17.62,20.59,3.11
