price,duration,wait_time
22.09,38.11,7.59
24.94,40.32,7.44
18.11,28.2,2.7
20.93,32.32,3.83
23.34,37.37,5.99
29.19,53.12,3.63
25.47,40.94,4.93
13.02,13.38,4.13
15.3,22.49,3.81
20.2,28.32,2.85
21.68,36.26,5.38
17.26,24.94,5.54
19.33,29.34,1.62
20.55,30.18,9.3
13.28,18.2,2.89
25.81,41.59,3.4
10.69,13.48,14.78
22.17,35.8,5.85
20.3,30.68,8.35
17.51,26.33,3.38
16.19,23.34,3.66
22.01,34.52,2.84
20.66,32.55,1.89
17.82,30.93,2.46
26,43.16,8.32
16.38,23.28,12.31
18.06,26.98,3.16
22.12,33.95,3.25
26.24,41.5,1.88
24.68,43.05,2.23
17.53,25.45,3.06
13.45,18.93,9.07
16.26,25.61,17.79
19.54,33.48,1.72
8.9,5.79,2.75
27.07,43.19,11.21
14.31,20.8,3.5
20.82,35.78,2.37
12.14,15.49,6.83
18,26.6,2.04
20.7,25.36,12.55
15.81,22.94,1.55
23.73,41.7,2.24
17.34,23.48,3.07
20.01,31.45,3.72
26.36,44.07,1.97
23.43,36.43,2.02
13.09,20.28,2.75
18.71,27.07,7.82
17.16,25.11,4.53
18.36,29,2.35
15.6,18.89,1.75
25.79,46.87,3.81
24.38,42.65,1.87
24.34,42.81,5.91
16.07,25.8,4.51
24.27,41.98,3.2
16.87,28.43,6.55
13.51,16.94,6.25
11.99,11.69,2.49
18.34,28.13,3.71
11.71,14.75,1.86
23.17,35.36,5.26
24.67,40.89,6.37
25.15,41.03,4.15
25.22,40.58,2.48
21.67,36.99,1.66
26.46,45.42,1.97
17.87,22.38,3
19.59,26.49,12.22
14.91,19.05,8.71
18.02,25.46,5.12
23.49,36.31,2.66
9.53,10.94,4.46
14.14,18.88,3.88
19.82,29.69,6.49
22.61,36.51,8.56
21,32.89,2.49
21.66,35.48,2.53
19.51,32.5,1.57
17.09,24.37,8
17.19,22.83,4.65
17.06,25.99,4.05
20,30.47,2.21
23.01,32.24,1.82
13,14.61,6.11
18.68,26.61,4
22.13,36.23,3.25
16.43,24.94,3.65
21.09,33.95,4.64
14.65,19.41,2.78
11.97,11.95,10.67
19.03,30.74,1.53
21.43,35.48,2.55
17.86,22.59,6.68
18.6,26.96,1.76
21.22,34.61,3.69
20.92,31.43,4.14
24.65,40.39,10.62
24.4,41.08,6.64
