price,duration,wait_time
14.56,19.98,2.7
12.14,10.35,3.03
18.77,26.4,5.54
20.08,30.68,5.72
20.29,34.54,2.2
13.8,21.11,4.1
24.84,45.94,5.57
18.36,25.65,1.5
18.08,19.4,3.7
22.3,34.2,1.98
11.93,16.14,4.21
17.86,26.21,4.32
21.06,32.6,9.68
25.71,43.03,2.08
22.17,35.14,5.3
26.29,45.34,1.95
19.02,25.95,4.19
14.48,20.59,3.15
23,35.85,4.62
20.64,32.32,1.73
28.22,48.33,2.37
17.97,24.76,6.51
20.75,33.85,5.1
20.14,32.27,1.89
21.02,33.48,2.84
25.18,43.61,2.66
20.38,31.01,1.83
18.43,25.59,6.1
20.59,31.27,4.76
17.29,25.97,1.54
23.51,40.55,9.93
16.57,24.54,6.45
24.25,45.51,3.09
28.64,44.56,2.17
12.43,13.32,3.69
28.51,50.92,7.26
19.06,31.08,3.86
20.3,32.29,1.61
24.01,37.38,2.21
19.64,32.37,1.87
20.85,36.01,4.06
18.52,31.7,2.71
14.86,19.78,2.08
10.79,12.23,2.64
18.5,31.36,2.15
27.71,44.03,5.53
17.95,29.29,3.78
11.4,14.32,1.67
23.37,37.35,1.79
17.8,28.99,4.64
15.56,19.96,1.93
17.88,29.29,2.73
15.17,20.59,1.88
14.67,17.41,3.08
20.7,28.39,6.67
18.52,25.49,2.42
17.24,24.42,1.83
18.89,26.65,2.24
24.5,40.37,2.08
12.6,12.43,3.07
26.79,42.28,3.02
15.94,21.81,4.13
23.33,40.71,3.33
15.23,22.12,2.48
24.48,39.76,4.99
24.05,38.22,8.97
18.98,28.88,8.65
21.84,36.76,4.05
26.89,49.43,1.57
21.64,37,11.02
18.6,30.5,3.24
23.13,39.46,2.25
21.35,34.28,2.82
14.39,21.4,8.63
14.03,22.56,1.57
24.16,40.34,2.96
11.44,11.8,1.98
20.49,32.41,4.92
25.87,46.41,8.57
14.89,17.27,2.26
15.35,18.9,3.82
19.02,31.69,2.02
26.51,44.06,8.43
26.86,45.19,2.96
10.89,10.77,3.39
22.6,33.98,2.54
20.35,34.93,2.51
11.45,12.75,1.6
24.85,42.12,4.74
12.1,11.32,4.95
19.69,35.05,4.84
28.01,49.19,1.82
20.09,27.76,2.93
14.12,19.46,4.64
14.9,21.35,9.76
23,41.49,1.94
20.43,34.21,2.24
19.55,30.43,2.52
18.45,29.36,4.55
25.75,38.82,3.84
