price,duration,wait_time
12.7,17.89,2.05
15.17,18.4,1.93
12.46,11.28,2.63
19.06,27.55,6.36
17.79,25.03,8.48
10.47,11.63,1.51
19.39,32.18,2.23
19.65,28.46,2.67
11.6,12.7,3.34
13.38,15.12,2.17
13.63,16.65,4.86
23.78,41.52,2.45
14.29,20.37,3.49
25.38,42.71,2.05
21.26,31.99,1.61
23.02,33.41,1.54
14.79,20.38,7.04
18.28,28.25,5.1
19.35,30.9,5.59
17.53,22.67,6.89
20.71,31.06,9.68
15.38,23.44,1.71
19.92,28.26,5.13
8.39,5.14,6.07
24.16,39.99,4.93
28.97,48.71,5.25
15.28,15.51,1.55
22.25,34.6,1.85
9.19,12.23,2.72
17.13,24.81,3.54
18.62,29.07,4.07
21.53,38.73,4.28
18.8,26.44,1.94
23.68,37.42,6.97
18.06,27.02,10.9
17.53,25.45,3.06
15.72,23.77,3.28
13.41,15.6,3.39
24.49,37.36,4.32
19.19,30.66,3.4
20.78,32.71,4.34
13.79,15.57,4.28
20.43,33.29,4.24
18.89,36,2.95
27.87,46.05,7.41
17.99,24.34,3
17.36,24.89,2.28
21.97,35.87,4.06
22.02,35.78,5.28
7.44,6.53,3.21
17.35,25.39,2.56
16.88,27.39,3.2
16.47,21.79,9.69
16.57,22.84,1.99
23.99,34.82,3.18
15.28,23.5,3.92
13.73,20.97,11.06
19.69,31.25,1.6
18.83,29.53,2.27
28.8,47.53,3.89
17.1,25.41,9.6
15.12,21.99,2.98
29.54,51.51,1.61
23.34,36.86,3.86
18.73,28.22,2.94
13.74,16.99,3.68
21.54,35.78,4.38
24.5,40.45,6.99
21.1,35.07,6.26
31.92,53.21,4.58
8.63,3.1,4.63
13.55,20.83,3.37
20.16,31.02,1.72
28.1,47.04,3.96
21.98,33.11,14.7
20.2,37.7,3.05
9.52,9.72,1.83
21.11,29.38,1.58
22.76,38.58,5.84
17.67,26.99,2.15
20.34,32.02,4.34
23.67,38.24,4.42
19.49,28.6,2.41
10.27,10.38,6.7
23.16,40.6,2.23
12.98,18.07,3.1
13.36,16.58,4.01
18.9,31.72,2.89
24.41,43.34,1.65
15.54,23.17,2.77
23.3,41.81,2.08
16.64,21.79,3.01
22.91,33.73,1.64
22.82,38.87,7.51
13.06,15.98,6.15
22.38,36.8,7.39
14.47,16.61,5.11
24.62,35.98,6.29
22.59,35.7,3.63
18.15,25.62,5.33
