price,duration,wait_time
19.45,31.13,2.25
21.62,38.11,3.84
16.41,23.47,8.7
17,25.38,5.73
21.96,35.21,9.14
15.5,23.84,4.81
13.54,16.51,4.8
16.51,23.21,8.71
26.6,49.71,4.09
21.5,35.29,5.26
8.82,8.84,11.26
13.68,17.39,2.79
21.01,31.43,2.2
17.07,28.73,1.89
20.15,33.91,3.29
30.88,54.47,2.22
20.8,34.29,4.13
15.11,16.11,4.17
13.14,21.05,3
22.23,31.46,9.26
16.87,26.77,12.88
19.62,30.53,3.23
26.61,46.22,1.81
20.86,36.16,4.81
20.51,34.65,13.04
16.02,18.64,3.26
26.25,46.04,2.09
19.41,27.69,3.17
22.57,40.04,6.35
16.49,24.79,6.6
14.43,17.9,2.64
24.38,37.87,1.88
14.29,14.47,3.6
20.42,31.79,7.86
16.44,26.29,2.05
22.2,34.39,2.05
17.84,24.87,1.8
19.91,30,2.61
9.21,8.57,16.08
18.43,29.15,2.08
18.02,25.66,3.63
12.07,12.51,1.5
12.28,14.42,8.32
18.89,32.37,10.6
20.41,30.56,12.22
18.54,26.79,5.64
26.15,47.34,5.15
19.63,25.86,14.51
25.63,46.67,11.21
25.76,44.65,8.39
12.64,17,3.75
23.2,37.47,6.53
12.4,14.97,2.08
25.42,44.97,1.51
23.08,34.56,1.73
7.68,7.68,3.63
14.82,22.75,7.31
14.79,19.89,3.31
26.46,43.89,2.86
20.01,32.59,7.47
19.72,31.07,1.75
10.53,10.3,5.96
5.92,3.14,6.7
26.38,45.16,1.57
12.62,17.9,8.98
18.52,27.64,3.81
10.19,5.06,9.63
19.13,26.56,2.96
26.98,46.91,6.51
16.98,24.8,1.51
25.26,40.02,2.55
10.25,10.92,5.21
21.05,35.25,4.6
15.64,24.93,3.48
14.96,19.94,2.75
24.27,38.5,2.69
16.93,24.07,3.79
21.38,34.63,9.19
19.23,31.75,12.02
18.61,29.53,7.22
16.77,24.64,3.45
17.73,24.29,3.19
13.67,16.08,1.87
32.99,57.99,4.35
23.47,38.96,5.06
24.52,38.37,5.65
18.64,26.17,3.07
17.27,26.02,5.82
14.71,17.34,7.33
15.73,21.11,4.79
24.66,39.18,4.37
17.55,22.86,1.93
22.91,41.55,5.25
20.66,31.19,4.09
18.88,29.36,2.17
11.73,13.89,2.64
24.48,42.01,4.21
19.32,30.81,3.28
16.78,20.14,2.51
12.66,15.19,2.88
