price,duration,wait_time
14.21,20.01,1.62
18.9,26.38,1.96
25.69,47.43,2.47
25.95,41.41,2.46
19.12,26.57,6.18
21.91,34.18,9.72
21.31,36.7,5.47
21.76,33.93,2.41
22.68,32.3,4.04
18.56,26.79,3.3
19.37,25.29,1.72
20.55,28.38,8.83
22.55,38.13,5.26
30.51,56.82,3.16
22.98,40,1.95
21.64,32.83,11.15
16.65,17.4,2.29
18.41,28.79,2.13
21.34,31.21,2.81
19.63,30.14,1.72
15.59,20.35,2.12
13.62,18.95,2.97
20.59,34.16,6.78
16.49,22.11,8.35
24.72,44.49,1.66
23.38,39.05,9.61
17.22,21.33,1.54
17.21,30.54,1.85
22.58,38.57,5.57
15.92,20.05,8.91
18.73,27.68,2.06
22.72,36.27,5.26
26.92,48.7,1.62
14.36,22.45,4.2
21.33,33.86,4.1
19.98,31.25,7.19
14.94,20.02,6.92
22.63,35.43,1.71
19.59,31.5,6.11
18.72,24.17,5.05
16.35,19.53,5.7
15.7,24,2.36
11.09,10.93,16.09
13.98,17.27,2.23
20.3,31.53,2.73
17.46,25.11,2.59
22.8,41.57,5.25
14.72,19.41,7.97
20.13,33.33,2.65
14.01,17.07,4.41
23.79,39.58,2.03
18.53,28.78,5.95
18.75,25.92,12.88
23.36,37.89,3.2
24.54,45.85,7.33
13.16,20.52,3.37
21.36,35.92,4.6
13.67,16.4,3.78
18.28,28.26,2.88
17.56,28.32,1.85
18.24,30.31,3.2
14.51,20.15,3.06
25.27,43.17,17.88
20.73,31.99,1.96
25.41,45.39,4.22
25.82,41.6,4.36
17.68,27.76,1.98
18.49,28.64,1.94
13.31,15.16,10.62
21.14,31.41,4.74
21.3,34.18,9.29
32.55,58.26,2.5
21.63,37.61,2.56
20.13,28.3,1.75
17.7,20.61,16.25
29.55,47.3,3.25
23.26,37.62,4.64
14.29,20.21,3.23
21.05,32.65,1.52
17.49,23.89,3.09
21.93,32.79,4.6
22.1,36.47,3.17
18.45,28.63,5.58
16.77,23.89,2.82
24.31,39.77,5.87
26.12,44.79,12.05
25.06,41.08,2.38
24.04,41.51,1.76
21.84,34.64,4.82
23.36,40.26,2.93
17.14,25.91,7.53
20.14,31.44,1.94
12.39,17.12,6.95
15.14,20.2,5.21
18.7,26.52,2.77
20.93,36.88,3.33
21.96,34.34,4.91
18.48,32.33,7.03
19.89,37,1.68
19.86,25.79,7.12
