price,duration,wait_time
22.53,34.19,2.79
23.8,40.97,2.1
16.83,25.93,3.84
23.4,38.27,2.17
24.07,39.8,2.54
29.7,50.2,5.45
18.24,26.61,1.56
19.66,31.9,4.39
20.58,32.61,2.92
20.55,30.63,1.68
23.19,37.88,2.62
10.96,9.75,2.65
23.43,38.49,4.74
25.28,46.22,5.23
17.87,27.24,3.06
26.51,43.55,1.65
16.87,30.74,6.89
20.96,32.24,6.42
12.77,16.21,3.47
20.88,33.72,3.2
22.12,32.88,6.39
18.45,27.13,4.65
25.09,42.07,2.1
17.42,27.62,6.47
11.83,14.23,1.64
19.19,27.48,2.85
16.35,20.38,5.4
26.09,46.72,2.78
19.85,29.13,1.84
14.76,17.55,4.14
20.27,34.39,4.57
22.24,34.54,2.75
26.2,46.45,5.02
23.02,39.94,3.37
18.52,26.95,4.37
25.76,45.47,2.19
11.22,12.13,5.25
17.87,28.12,3.04
14.98,17.46,4.89
16.68,22.04,4.68
12.38,14.05,1.93
13.65,16.61,2.25
20.51,33.94,7.8
14.92,19.01,5.94
17.58,25.07,2.03
12.8,9.16,3.18
14.69,21.8,3.07
21.54,33.52,7.09
15.29,21.81,9.39
12.74,17.35,1.99
29.33,47.92,2.43
22.42,38.26,5.98
13.37,17.56,2.8
10.56,9.34,4.52
21.46,35.43,6.98
19.24,30.68,2.12
26.26,45.24,2.07
22.31,36.03,8.36
12.28,12.8,1.98
21.72,31.47,1.64
22.6,37.74,4.4
15.72,22.95,5.32
15.12,22.12,5.88
21.91,33.07,4.47
19.24,31.88,8.96
23.23,38.98,5.66
20.01,28.93,6.87
17.61,27.04,11.35
26.76,43.48,6.78
14.93,22.82,4.84
16.88,25.33,2.17
16.33,23.97,11.65
15.7,23.71,1.95
19.41,28.05,2.77
15.24,23.64,6.8
28.68,48.4,2.58
15.64,23.04,5.4
18.47,28.66,2.83
23.67,38.37,3.37
17.89,22.44,4.63
15.25,18.08,4.31
19.4,29.89,3.91
24.29,39.97,9.71
17.58,24.69,1.58
14.44,16.65,3.14
12.41,16.59,5.78
29.63,47.91,9.89
20.87,31.53,1.83
25.45,43.88,3.35
16.6,20.45,7.13
15.67,22.15,5.58
16.34,25.8,3.75
25.75,41.48,3.07
21.74,36.97,3.38
16.3,20.66,4.31
21.89,38.42,4.77
21.85,36.97,16.67
18.18,20.68,11.78
20.62,36.53,6.78
18.96,30.91,1.67
