price,duration,wait_time
26.89,43.36,3.77
18.96,30.37,4.85
18.91,25.52,2.87
18.71,28.66,5.86
14.21,18.47,5.25
18.15,23.55,2.65
19.26,33.55,15.18
29.04,48.81,7.35
16.84,25.8,5.6
15.16,21.94,5.28
23.98,41.46,7.2
11.37,10.98,2.77
16.43,24.27,2.06
11.77,15.82,1.81
20.4,28.97,2.62
21.91,33.85,3.02
20.93,36.2,2.25
19.05,27.99,5.24
27,46.15,4.64
18.04,24.15,2.35
6.17,4.19,2.6
13.58,18.13,2.78
20.49,33.77,12.73
23.77,39.94,9.42
22.14,35.62,2.02
18.76,29.4,9.64
18.81,29.48,3.99
17.41,25.75,2.47
10.69,13.57,3.04
27.37,45.92,11.52
11.08,12.75,11.42
21.36,33.07,4.76
15.01,17.08,1.57
19.19,23.57,13.03
12.48,14.92,5.58
18.74,28.4,1.69
25.85,40.58,3.47
22.66,32.56,6.43
23.17,35.4,4.94
14.91,21.62,4.4
21.44,34.7,5.29
19.63,29.12,1.74
21.26,30.63,4.39
15.64,21.86,2.28
19.51,31.54,1.78
21.59,36.16,6.67
23.24,38.55,7.64
13.86,15.44,2.25
19.16,32.7,1.52
11.52,10.97,2
26.27,47.58,2.1
16.07,20.69,1.81
29.63,53.41,4.61
20.1,35.04,4.35
22.61,35.72,6.1
14.85,19.72,6.49
28.32,47.1,6.65
21.22,34.34,12.99
20.79,35.34,1.7
19.51,33.51,5.87
19.4,28.94,1.86
24.04,41.54,1.62
21.64,33.47,2.23
22.71,38.27,2.96
24.02,37.51,2.02
23.25,40.23,2.01
16.14,21.73,5.23
16.6,24.66,2.93
14.73,17.5,8.07
16.58,26.1,2.56
18.62,31.12,16.32
21.82,35.49,1.63
19.12,29.01,3.38
21.97,33.3,2.87
22.76,34.54,10.7
24.57,40.26,5.54
24.01,41.44,2.08
22.69,38.33,1.52
21.94,34.4,2.09
23.02,35.07,9.4
15.97,22.9,5.29
11.29,13.7,2.42
25.48,46.42,3.14
16.48,27.1,9.99
21.32,34.75,1.77
20.18,34.12,1.73
17.1,28.55,3.84
15.28,18.61,2.82
22.89,37.64,6.37
16.8,23.97,6.05
8.82,5.47,1.77
25.76,44.81,2.87
28.39,50.55,3.84
18,27.81,1.71
20.58,33.74,2.44
17.48,28.32,2.19
15.2,24.31,8.63
13.09,16.3,3.81
16.57,23.08,6.28
16.57,21.37,2.6
